Account length,Customer service calls,International plan,Number vmail messages,Total day calls,Total day charge,Total day minutes,Total eve calls,Total eve charge,Total eve minutes,Total intl calls,Total intl charge,Total intl minutes,Total night calls,Total night charge,Total night minutes,Voice mail plan,Changed
64,3,No,0,78,36.87,216.9,115,17.94,211.0,5,3.08,11.4,116,8.09,179.8,No,False
178,1,No,0,150,46.82,275.4,62,15.94,187.5,3,3.67,13.6,126,6.62,147.1,No,False
140,1,No,0,114,27.29,160.5,103,20.44,240.5,4,3.05,11.3,121,10.51,233.5,No,False
21,0,No,0,78,24.82,146.0,79,9.32,109.7,7,1.84,6.8,108,11.13,247.4,No,False
93,1,No,0,93,30.48,179.3,65,16.05,188.8,5,3.27,12.1,88,11.39,253.2,No,False
132,0,No,0,100,33.17,195.1,95,12.65,148.8,2,1.81,6.7,117,10.1,224.5,No,False
3,2,No,36,117,20.08,118.1,125,18.83,221.5,6,3.21,11.9,89,4.68,103.9,Yes,False
97,5,No,32,94,31.18,183.4,120,22.87,269.1,4,1.81,6.7,38,9.16,203.5,Yes,False
85,1,No,0,66,35.75,210.3,76,16.64,195.8,7,3.02,11.2,82,9.97,221.6,No,False
64,3,No,0,93,36.3,213.5,114,14.16,166.6,3,3.81,14.1,78,5.49,122.0,No,False
130,1,No,45,120,29.67,174.5,95,18.49,217.5,2,3.29,12.2,67,9.91,220.3,Yes,False
29,2,No,0,81,33.46,196.8,110,14.28,168.0,7,3.43,12.7,98,5.97,132.6,No,False
87,2,No,0,80,33.71,198.3,89,15.9,187.0,4,4.48,16.6,96,6.01,133.5,No,False
120,2,No,24,73,36.16,212.7,103,21.89,257.5,13,2.62,9.7,119,10.25,227.8,Yes,False
123,2,No,0,94,19.52,114.8,104,12.75,150.0,4,2.59,9.6,119,12.09,268.6,No,False
129,1,No,27,89,33.42,196.6,95,15.35,180.6,5,1.78,6.6,83,11.03,245.0,Yes,False
133,2,Yes,32,137,37.59,221.1,99,22.52,264.9,4,4.16,15.4,108,7.6,168.9,Yes,True
80,0,No,0,110,17.99,105.8,88,3.73,43.9,5,3.54,13.1,87,8.53,189.6,No,False
36,2,No,29,102,47.84,281.4,76,17.19,202.2,6,2.43,9.0,113,8.42,187.2,Yes,False
102,3,No,0,88,41.17,242.2,89,19.82,233.2,6,1.67,6.2,121,8.48,188.5,No,False
151,0,No,0,89,28.93,170.2,83,15.94,187.5,3,1.16,4.3,100,5.38,119.5,No,False
56,1,Yes,0,114,30.21,177.7,110,18.33,215.6,5,2.84,10.5,67,10.65,236.7,No,False
158,1,No,0,126,34.34,202.0,86,13.9,163.5,6,2.81,10.4,84,8.79,195.4,No,False
108,1,No,0,101,31.86,187.4,126,16.99,199.9,8,3.4,12.6,107,9.72,216.1,No,False
136,3,No,0,105,17.29,101.7,99,17.24,202.8,6,2.54,9.4,119,6.13,136.2,No,False
93,4,No,21,105,22.81,134.2,128,13.81,162.5,2,3.19,11.8,90,8.4,186.6,Yes,True
127,1,No,27,59,23.82,140.1,111,18.99,223.4,10,1.03,3.8,73,11.61,257.9,Yes,False
73,0,No,0,130,29.82,175.4,105,21.09,248.1,4,3.29,12.2,85,5.51,122.4,No,False
94,0,No,0,118,23.38,137.5,88,17.27,203.2,2,3.62,13.4,131,6.75,150.0,No,False
54,1,No,0,102,35.79,210.5,83,17.38,204.5,5,2.3,8.5,53,5.75,127.8,No,False
78,3,No,0,93,42.99,252.9,112,15.16,178.4,7,2.57,9.5,105,11.88,263.9,No,False
86,1,No,0,92,25.59,150.5,95,10.23,120.3,2,2.43,9.0,96,12.2,271.2,No,False
70,1,No,31,101,21.4,125.9,102,16.69,196.4,4,2.78,10.3,75,11.37,252.7,Yes,False
89,2,No,29,80,27.8,163.5,136,23.36,274.8,5,2.03,7.5,147,17.19,381.9,Yes,False
60,0,Yes,0,97,35.0,205.9,117,23.58,277.4,2,2.97,11.0,139,9.09,202.0,No,True
105,3,No,0,73,19.64,115.5,83,22.72,267.3,5,3.59,13.3,90,5.14,114.2,No,False
153,2,No,0,145,20.83,122.5,103,23.23,273.3,3,2.16,8.0,71,8.9,197.8,No,False
96,1,No,0,86,28.99,170.5,88,23.59,277.5,6,3.29,12.2,117,7.31,162.5,No,False
105,4,No,0,99,27.59,162.3,95,18.06,212.5,8,3.0,11.1,114,9.66,214.7,No,False
64,1,No,22,80,34.07,200.4,84,11.14,131.1,5,2.05,7.6,67,10.38,230.7,Yes,False
91,1,No,20,98,24.84,146.1,104,23.58,277.4,3,1.67,6.2,100,6.2,137.7,Yes,False
85,1,No,0,122,29.99,176.4,123,19.12,224.9,1,3.11,11.5,50,9.88,219.6,No,False
73,2,No,26,98,22.3,131.2,97,9.05,106.5,6,2.75,10.2,96,9.98,221.7,Yes,False
33,2,No,0,81,42.82,251.9,96,16.54,194.6,3,2.27,8.4,87,9.5,211.2,No,False
51,1,No,26,61,40.26,236.8,97,22.39,263.4,8,3.02,11.2,91,8.15,181.1,Yes,False
113,2,No,0,100,21.88,128.7,67,19.3,227.1,4,2.48,9.2,135,8.01,178.1,No,True
105,2,No,33,68,35.63,209.6,140,12.49,146.9,3,2.86,10.6,131,5.44,121.0,Yes,False
146,2,Yes,0,63,27.22,160.1,112,17.71,208.4,3,2.48,9.2,98,7.99,177.6,No,False
137,1,No,0,76,36.7,215.9,118,12.36,145.4,4,3.27,12.1,129,8.41,186.9,No,False
159,5,No,0,107,33.8,198.8,91,16.62,195.5,7,4.46,16.5,120,9.6,213.3,No,False
94,3,No,0,90,20.18,118.7,57,17.43,205.1,6,2.81,10.4,100,7.75,172.2,No,False
99,2,No,0,86,21.9,128.8,105,17.33,203.9,4,3.81,14.1,131,12.72,282.6,No,False
103,5,No,0,121,28.53,167.8,123,18.1,212.9,3,3.51,13.0,73,9.37,208.2,No,False
176,2,No,0,125,8.06,47.4,90,14.26,167.8,8,2.84,10.5,107,7.34,163.1,No,False
157,3,No,0,71,28.66,168.6,48,17.43,205.1,2,1.59,5.9,88,7.91,175.8,No,False
190,3,Yes,0,55,19.02,111.9,124,18.96,223.0,7,2.7,10.0,81,10.94,243.2,No,False
75,1,No,42,93,42.31,248.9,108,14.52,170.8,8,3.02,11.2,91,4.7,104.5,Yes,False
27,3,No,0,121,30.19,177.6,92,25.23,296.8,3,2.05,7.6,106,8.68,192.9,No,False
101,3,No,0,92,23.15,136.2,110,18.78,220.9,7,3.59,13.3,116,8.86,196.9,No,False
94,4,No,0,85,30.91,181.8,98,17.2,202.4,2,2.48,9.2,97,11.07,245.9,No,False
120,0,No,40,99,21.78,128.1,78,21.05,247.7,3,4.21,15.6,121,8.99,199.7,Yes,False
162,4,No,0,108,12.02,70.7,87,13.39,157.5,3,2.46,9.1,82,6.97,154.8,No,True
90,2,No,0,138,34.97,205.7,83,13.76,161.9,6,3.38,12.5,104,12.14,269.7,No,False
5,3,No,0,106,33.86,199.2,12,15.92,187.3,3,3.59,13.3,85,9.63,214.0,No,False
123,4,No,0,104,20.94,123.2,117,16.15,190.0,5,3.48,12.9,95,7.66,170.3,No,True
133,0,No,0,85,34.29,201.7,116,14.4,169.4,4,1.62,6.0,80,12.88,286.3,No,False
44,0,No,0,89,34.44,202.6,96,13.86,163.0,3,2.24,8.3,151,12.06,268.1,No,False
119,0,Yes,16,103,25.02,147.2,96,13.61,160.1,2,2.08,7.7,120,8.28,184.0,Yes,True
133,1,No,0,91,27.56,162.1,94,18.03,212.1,5,3.29,12.2,78,11.72,260.4,No,False
108,2,No,0,88,49.81,293.0,101,13.65,160.6,6,2.7,10.0,87,6.48,143.9,No,False
117,2,No,0,95,30.86,181.5,88,17.43,205.1,9,3.97,14.7,82,9.18,204.0,No,False
126,1,Yes,0,87,40.75,239.7,92,23.94,281.7,1,3.08,11.4,113,8.26,183.5,No,True
21,2,No,0,109,15.62,91.9,111,16.86,198.4,7,3.51,13.0,125,7.73,171.7,No,False
64,0,Yes,33,93,21.62,127.2,104,13.85,162.9,13,2.19,8.1,109,11.13,247.4,Yes,False
95,0,No,0,133,27.2,160.0,98,18.3,215.3,4,2.46,9.1,87,8.5,188.9,No,False
90,0,No,0,102,18.68,109.9,114,18.77,220.8,6,2.94,10.9,133,4.68,104.0,No,False
58,4,No,0,126,35.72,210.1,108,21.16,248.9,2,3.89,14.4,88,7.14,158.6,No,False
78,1,No,0,115,39.27,231.0,140,19.58,230.4,3,2.57,9.5,120,11.76,261.4,No,False
102,2,No,0,89,17.44,102.6,77,20.91,246.0,4,2.46,9.1,140,7.67,170.5,No,False
130,3,No,0,95,26.5,155.9,97,21.77,256.1,3,3.16,11.7,103,11.83,262.9,No,False
41,2,No,37,110,40.77,239.8,115,18.86,221.9,1,1.97,7.3,100,8.51,189.1,Yes,False
182,2,No,0,111,17.83,104.9,120,16.87,198.5,5,2.16,8.0,91,11.62,258.2,No,False
38,2,No,0,114,19.94,117.3,105,17.74,208.7,2,3.89,14.4,98,9.15,203.4,No,False
89,1,No,25,140,36.57,215.1,69,16.78,197.4,10,2.86,10.6,117,7.29,162.1,Yes,False
105,1,No,0,100,36.28,213.4,52,17.42,204.9,6,2.57,9.5,93,8.09,179.7,No,False
109,2,No,0,105,37.21,218.9,87,25.49,299.9,4,3.05,11.3,110,7.14,158.6,No,False
122,4,No,0,134,26.71,157.1,122,15.72,184.9,5,2.3,8.5,59,8.87,197.2,No,True
121,3,No,0,93,43.37,255.1,97,22.69,266.9,3,2.38,8.8,118,8.9,197.7,No,True
154,0,No,35,102,38.08,224.0,99,16.32,192.0,2,2.59,9.6,100,7.34,163.1,Yes,False
143,2,No,0,99,33.03,194.3,133,10.51,123.6,2,2.75,10.2,99,10.33,229.5,No,False
98,2,No,21,98,10.98,64.6,86,14.97,176.1,0,0.0,0.0,84,11.02,244.8,Yes,False
54,3,No,0,73,22.83,134.3,100,13.22,155.5,4,3.97,14.7,68,4.59,102.1,No,False
163,2,No,40,56,39.42,231.9,91,18.0,211.8,3,3.32,12.3,74,12.08,268.5,Yes,False
89,3,No,0,101,18.9,111.2,94,10.38,122.1,2,3.4,12.6,85,8.14,180.8,No,False
98,1,Yes,23,54,41.74,245.5,83,24.88,292.7,7,2.92,10.8,90,8.28,184.0,Yes,False
92,1,No,0,105,36.11,212.4,118,19.09,224.6,4,2.43,9.0,105,9.96,221.3,No,False
44,2,No,0,121,38.78,228.1,79,23.5,276.5,5,2.67,9.9,77,12.59,279.8,No,True
62,0,No,42,95,23.34,137.3,94,15.66,184.2,3,2.75,10.2,70,10.41,231.4,Yes,False
70,1,No,0,102,22.08,129.9,133,17.74,208.7,3,3.86,14.3,93,10.41,231.4,No,False
20,0,No,0,109,32.3,190.0,84,21.95,258.2,6,1.7,6.3,102,8.17,181.5,No,False
50,1,No,0,106,43.88,258.1,106,13.72,161.4,5,3.16,11.7,110,10.13,225.1,No,False
102,2,No,0,67,26.61,156.5,103,17.37,204.3,2,2.67,9.9,72,6.39,141.9,No,False
140,3,No,0,71,25.45,149.7,97,18.06,212.5,4,3.4,12.6,67,11.07,245.9,No,False
82,1,No,0,61,24.46,143.9,105,16.57,194.9,2,3.0,11.1,94,4.93,109.6,No,False
165,0,No,0,67,35.6,209.4,89,23.27,273.8,1,3.46,12.8,88,6.76,150.2,No,False
94,1,No,0,98,30.86,181.5,88,16.99,199.9,5,1.78,6.6,114,12.95,287.7,No,False
60,2,No,0,67,30.65,180.3,68,17.68,208.0,6,3.46,12.8,101,8.15,181.2,No,False
139,0,Yes,0,121,27.46,161.5,137,16.4,192.9,13,3.02,11.2,96,7.57,168.3,No,False
82,1,No,0,101,33.61,197.7,83,10.85,127.6,3,3.65,13.5,103,6.39,142.1,No,False
65,3,No,0,120,35.92,211.3,122,13.82,162.6,5,3.56,13.2,118,6.06,134.7,No,False
125,2,No,0,90,28.78,169.3,138,13.26,156.0,6,3.13,11.6,106,9.49,210.8,No,False
66,2,No,0,102,34.87,205.1,109,19.78,232.7,6,2.48,9.2,95,11.7,259.9,No,False
160,3,No,0,111,43.52,256.0,61,15.93,187.4,4,3.11,11.5,81,5.36,119.1,No,False
96,2,No,0,117,27.23,160.2,67,22.74,267.5,5,2.51,9.3,68,10.28,228.5,No,False
91,1,No,31,78,46.41,273.0,98,18.32,215.5,2,2.59,9.6,114,4.71,104.7,Yes,False
119,0,No,0,100,50.01,294.2,53,19.76,232.5,1,2.43,9.0,64,8.78,195.0,No,True
46,1,No,0,116,27.91,164.2,153,16.68,196.2,1,2.19,8.1,119,10.62,236.1,No,False
57,1,No,0,68,32.78,192.8,86,13.43,158.0,6,3.43,12.7,105,10.6,235.5,No,False
87,1,No,0,113,32.22,189.5,100,17.42,204.9,3,3.62,13.4,93,9.98,221.7,No,False
172,2,No,0,102,45.9,270.0,111,21.81,256.6,5,3.24,12.0,104,7.58,168.5,No,True
74,0,No,25,113,39.85,234.4,82,22.6,265.9,4,3.7,13.7,77,10.86,241.4,Yes,False
172,1,No,0,100,35.99,211.7,101,16.89,198.7,9,1.76,6.5,136,13.58,301.7,No,False
79,2,No,0,135,40.26,236.8,87,15.84,186.4,5,2.81,10.4,112,5.71,126.9,No,False
96,1,No,29,91,25.5,150.0,75,13.55,159.4,3,2.3,8.5,55,10.26,228.1,Yes,False
65,0,Yes,0,123,47.24,277.9,112,13.24,155.8,10,2.48,9.2,71,11.56,256.9,No,True
94,1,No,0,112,30.11,177.1,112,16.49,194.0,4,1.59,5.9,108,6.6,146.7,No,False
130,0,No,0,105,36.23,213.1,108,17.53,206.2,3,2.4,8.9,93,7.35,163.4,No,False
86,0,No,41,101,20.23,119.0,134,19.55,230.0,3,2.57,9.5,58,10.66,236.9,Yes,False
119,1,No,26,97,27.42,161.3,110,21.28,250.3,8,1.78,6.6,92,6.41,142.4,Yes,False
164,1,No,0,111,27.3,160.6,126,13.87,163.2,3,2.43,9.0,112,8.42,187.1,No,False
135,3,No,0,100,26.38,155.2,84,11.55,135.9,9,1.03,3.8,82,8.31,184.6,No,False
86,1,No,0,75,38.06,223.9,109,13.23,155.7,9,1.97,7.3,143,6.76,150.2,No,False
88,2,No,0,105,46.68,274.6,121,13.69,161.1,4,2.48,9.2,123,8.75,194.4,No,False
93,0,No,0,121,30.52,179.5,131,16.31,191.9,4,3.24,12.0,125,7.45,165.5,No,False
93,1,Yes,38,117,38.37,225.7,122,10.17,119.6,7,3.78,14.0,125,8.69,193.2,Yes,True
54,2,No,39,73,24.46,143.9,117,17.88,210.3,8,3.38,12.5,117,5.81,129.2,Yes,False
192,2,No,0,88,31.45,185.0,98,19.12,224.9,3,3.08,11.4,105,9.56,212.4,No,False
107,1,No,14,132,19.43,114.3,91,16.98,199.8,8,2.03,7.5,74,8.76,194.7,Yes,False
99,1,No,0,110,32.5,191.2,102,13.93,163.9,3,3.81,14.1,114,10.96,243.6,No,False
183,2,No,0,92,19.84,116.7,112,18.17,213.8,6,2.62,9.7,112,9.64,214.3,No,False
25,2,No,0,98,22.83,134.3,109,17.2,202.3,5,3.4,12.6,100,8.82,195.9,No,False
160,1,No,0,77,36.86,216.8,117,17.62,207.3,2,1.51,5.6,117,10.29,228.6,No,False
90,1,No,39,89,16.12,94.8,91,18.62,219.1,5,3.08,11.4,65,8.88,197.4,Yes,False
142,4,No,0,74,39.53,232.5,142,15.45,181.8,6,2.81,10.4,86,9.14,203.1,No,False
138,0,Yes,17,116,38.28,225.2,88,14.74,173.4,4,3.16,11.7,99,6.56,145.8,Yes,False
49,1,No,0,117,20.28,119.3,109,18.28,215.1,1,3.0,11.1,90,8.04,178.7,No,False
50,2,Yes,0,108,16.93,99.6,102,26.24,308.7,6,3.7,13.7,62,7.25,161.2,No,True
116,1,No,0,123,24.89,146.4,113,15.01,176.6,5,2.11,7.8,102,9.57,212.6,No,False
113,1,No,0,96,36.65,215.6,127,16.44,193.4,3,3.65,13.5,115,4.74,105.4,No,False
112,2,No,0,114,31.52,185.4,119,16.27,191.4,11,2.7,10.0,78,6.48,144.0,No,False
69,2,No,0,122,33.01,194.2,81,20.58,242.1,3,2.62,9.7,80,9.71,215.8,No,False
179,0,No,0,123,48.84,287.3,114,24.48,288.0,4,2.84,10.5,112,11.97,266.0,No,True
142,1,Yes,0,140,23.94,140.8,119,19.43,228.6,7,2.94,10.9,88,6.88,152.9,No,False
162,1,No,26,144,30.55,179.7,129,18.54,218.1,8,2.51,9.3,105,9.55,212.3,Yes,True
92,2,No,0,90,15.59,91.7,123,16.46,193.7,4,2.48,9.2,86,7.88,175.0,No,False
103,2,No,28,105,20.57,121.0,100,22.98,270.4,4,2.08,7.7,76,7.22,160.5,Yes,False
103,8,No,0,125,25.6,150.6,126,14.37,169.1,8,2.81,10.4,104,9.95,221.2,No,True
146,1,No,0,151,35.07,206.3,89,12.63,148.6,3,1.65,6.1,91,7.52,167.2,No,False
180,3,No,0,105,38.23,224.9,101,21.25,250.0,5,1.81,6.7,73,9.72,216.1,No,True
184,1,No,0,73,40.19,236.4,120,24.42,287.3,4,3.73,13.8,94,8.64,192.0,No,True
185,2,No,29,121,25.69,151.1,88,20.8,244.7,2,3.73,13.8,91,6.95,154.4,Yes,False
113,1,No,0,88,12.33,72.5,112,17.34,204.0,3,1.78,6.6,118,5.31,117.9,No,False
107,2,Yes,0,104,46.5,273.5,68,15.62,183.8,9,2.97,11.0,67,6.92,153.8,No,False
150,4,No,0,101,30.41,178.9,110,14.37,169.1,3,3.73,13.8,100,6.69,148.6,No,True
53,0,No,0,97,28.7,168.8,87,18.73,220.3,2,2.94,10.9,113,6.94,154.3,No,False
121,0,No,0,108,28.97,170.4,68,29.79,350.5,3,3.02,11.2,87,13.37,297.0,No,True
81,2,No,0,99,26.1,153.5,102,16.8,197.6,2,1.7,6.3,86,8.93,198.5,No,False
88,2,No,45,140,13.65,80.3,101,13.03,153.3,3,3.46,12.8,123,13.91,309.2,Yes,False
104,3,No,0,141,18.55,109.1,140,15.9,187.1,4,2.7,10.0,100,9.75,216.6,No,False
166,1,No,0,115,34.71,204.2,152,15.29,179.9,5,2.57,9.5,109,9.76,216.8,No,False
70,1,No,0,114,37.88,222.8,113,18.35,215.9,0,0.0,0.0,122,10.06,223.5,No,False
183,1,No,31,104,29.1,171.2,74,16.46,193.6,4,2.75,10.2,85,8.84,196.5,Yes,False
84,2,No,0,144,38.57,226.9,122,17.14,201.6,5,3.56,13.2,121,5.86,130.2,No,False
122,1,Yes,40,80,36.79,216.4,90,21.22,249.7,4,3.43,12.7,99,8.37,185.9,Yes,False
148,1,No,14,137,15.91,93.6,72,16.47,193.8,5,4.73,17.5,84,6.52,144.9,Yes,False
46,1,No,0,92,35.73,210.2,77,19.32,227.3,7,3.54,13.1,116,9.0,200.1,No,False
71,1,No,31,90,19.62,115.4,78,18.48,217.4,4,3.54,13.1,102,10.8,239.9,Yes,False
142,0,No,24,103,40.77,239.8,65,24.3,285.9,4,2.57,9.5,106,11.55,256.7,Yes,False
107,3,No,0,95,36.06,212.1,88,12.76,150.1,2,2.08,7.7,111,9.89,219.8,No,False
100,0,No,0,138,27.25,160.3,92,18.81,221.3,2,3.02,11.2,120,6.77,150.4,No,False
161,1,No,0,100,29.48,173.4,74,18.16,213.7,4,3.11,11.5,69,6.37,141.5,No,False
46,3,No,0,85,33.44,196.7,74,17.5,205.9,5,3.02,11.2,112,9.75,216.6,No,False
47,2,No,27,89,28.05,165.0,118,10.82,127.3,4,2.08,7.7,95,12.8,284.4,Yes,False
131,3,No,36,115,36.41,214.2,117,13.74,161.7,4,2.57,9.5,102,11.91,264.7,Yes,False
65,2,No,0,95,17.97,105.7,100,12.05,141.8,12,1.78,6.6,105,8.12,180.5,No,False
55,3,No,25,123,28.15,165.6,95,11.57,136.1,2,2.97,11.0,90,7.91,175.7,Yes,False
85,3,No,0,132,37.79,222.3,101,19.68,231.5,2,2.97,11.0,75,10.06,223.5,No,False
84,1,No,0,114,36.74,216.1,107,16.79,197.5,3,2.65,9.8,104,9.8,217.8,No,False
182,1,No,0,90,29.94,176.1,106,14.87,174.9,4,2.62,9.7,134,10.56,234.7,No,False
121,1,No,21,84,21.47,126.3,102,17.82,209.6,2,2.86,10.6,129,8.66,192.5,Yes,False
136,2,No,24,76,29.68,174.6,114,15.01,176.6,5,2.38,8.8,91,9.65,214.4,Yes,False
90,0,No,42,66,32.86,193.3,85,22.38,263.3,4,3.0,11.1,97,9.65,214.4,Yes,False
95,1,No,0,96,25.36,149.2,116,22.16,260.7,2,2.19,8.1,120,9.05,201.0,No,False
60,1,Yes,0,110,31.11,183.0,93,17.57,206.7,6,3.0,11.1,119,9.17,203.8,No,False
88,5,No,0,99,22.36,131.5,128,14.86,174.8,2,2.13,7.9,83,8.29,184.2,No,True
80,0,No,22,115,33.39,196.4,109,12.78,150.3,1,2.51,9.3,75,7.93,176.2,Yes,False
103,3,Yes,0,78,29.19,171.7,86,12.28,144.5,3,1.84,6.8,106,7.11,157.9,No,False
164,3,No,27,102,27.15,159.7,113,14.35,168.8,9,2.59,9.6,127,10.98,244.1,Yes,False
144,2,No,0,96,23.73,139.6,93,10.56,124.2,4,4.05,15.0,75,4.3,95.6,No,False
62,3,No,0,94,31.76,186.8,92,17.65,207.6,4,2.38,8.8,98,8.78,195.0,No,False
172,3,No,0,121,36.04,212.0,115,2.65,31.2,10,3.4,12.6,78,13.2,293.3,No,False
78,2,No,0,116,27.59,162.3,86,16.35,192.4,3,2.73,10.1,100,10.83,240.6,No,False
98,4,No,0,119,46.14,271.4,102,16.18,190.4,6,3.0,11.1,118,12.81,284.7,No,True
79,2,No,0,110,36.31,213.6,121,19.97,234.9,3,2.38,8.8,157,10.33,229.6,No,False
94,1,Yes,0,131,40.05,235.6,107,16.56,194.8,4,2.32,8.6,93,7.68,170.6,No,False
201,1,No,0,110,38.4,225.9,86,25.42,299.1,4,3.02,11.2,81,11.31,251.3,No,True
129,0,No,0,119,23.72,139.5,105,24.59,289.3,8,3.54,13.1,97,5.82,129.4,No,False
55,0,Yes,0,77,18.04,106.1,100,10.5,123.5,3,3.48,12.9,92,4.34,96.4,No,False
92,2,No,16,99,31.28,184.0,134,6.49,76.4,3,3.43,12.7,96,8.33,185.1,Yes,False
56,1,No,0,111,23.32,137.2,119,14.1,165.9,4,3.86,14.3,72,8.2,182.3,No,False
140,1,No,28,77,26.71,157.1,97,14.65,172.4,9,3.0,11.1,94,8.3,184.5,Yes,False
101,1,No,0,105,29.73,174.9,75,22.27,262.0,5,2.3,8.5,93,9.45,210.0,No,False
112,4,No,31,89,38.28,225.2,117,21.83,256.8,1,3.11,11.5,87,11.24,249.7,Yes,False
104,1,No,0,133,31.21,183.6,98,10.26,120.7,2,3.43,12.7,112,9.68,215.1,No,False
121,3,No,0,103,32.42,190.7,117,15.6,183.5,4,2.65,9.8,103,9.94,220.8,No,False
209,3,No,0,128,38.62,227.2,92,21.96,258.4,4,2.4,8.9,74,8.26,183.5,No,False
127,2,No,0,103,34.36,202.1,86,19.5,229.4,3,3.11,11.5,113,8.78,195.2,No,False
69,1,No,0,109,26.13,153.7,105,16.49,194.0,6,3.81,14.1,114,11.52,256.1,No,False
117,1,No,0,83,31.42,184.8,101,21.13,248.6,8,2.59,9.6,113,5.99,133.1,No,False
71,3,No,0,108,33.64,197.9,109,15.43,181.5,5,1.81,6.7,56,12.66,281.4,No,False
98,3,No,0,102,21.47,126.3,85,14.18,166.8,2,2.54,9.4,135,8.45,187.8,No,False
136,2,No,0,109,15.71,92.4,115,18.62,219.0,4,3.48,12.9,80,9.57,212.6,No,False
122,3,No,0,110,29.51,173.6,84,7.79,91.7,7,2.62,9.7,103,9.53,211.7,No,False
144,1,No,51,98,48.26,283.9,109,16.32,192.0,4,2.7,10.0,85,8.83,196.3,Yes,False
61,2,No,0,105,32.11,188.9,116,13.06,153.6,2,2.75,10.2,106,9.6,213.3,No,False
80,2,No,38,69,40.22,236.6,68,16.79,197.5,10,2.57,9.5,102,9.43,209.5,Yes,False
111,3,No,0,97,43.5,255.9,129,17.35,204.1,5,3.32,12.3,84,7.71,171.3,No,False
107,1,No,0,94,17.58,103.4,125,16.09,189.3,3,3.89,14.4,125,10.22,227.2,No,False
86,2,No,39,122,44.4,261.2,101,18.21,214.2,5,3.43,12.7,101,6.97,154.9,Yes,False
57,0,No,0,96,28.83,169.6,112,19.95,234.7,4,3.02,11.2,83,12.84,285.4,No,False
77,4,No,0,86,29.84,175.5,78,17.43,205.1,3,4.81,17.8,100,11.03,245.2,No,False
118,5,No,0,145,45.53,267.8,121,26.89,316.4,11,3.89,14.4,91,9.39,208.6,No,True
100,1,No,29,127,36.31,213.6,82,14.95,175.9,3,2.4,8.9,100,9.32,207.2,Yes,False
100,1,No,0,102,28.22,166.0,97,20.07,236.1,4,2.94,10.9,93,6.04,134.3,No,False
78,1,No,0,110,28.61,168.3,73,18.8,221.2,1,3.38,12.5,136,10.85,241.0,No,False
74,2,No,25,84,33.08,194.6,103,10.19,119.9,2,3.54,13.1,75,7.9,175.5,Yes,False
148,1,No,0,98,30.31,178.3,110,24.02,282.6,4,3.08,11.4,98,8.15,181.0,No,False
224,3,No,0,133,18.94,111.4,66,14.88,175.0,6,1.49,5.5,106,9.77,217.2,No,False
99,0,No,0,89,24.19,142.3,95,17.38,204.5,1,2.46,9.1,114,9.14,203.1,No,False
52,0,No,38,88,28.78,169.3,97,19.2,225.9,3,2.21,8.2,86,7.74,172.0,Yes,False
76,0,No,0,96,31.64,186.1,100,17.99,211.6,4,2.16,8.0,100,10.38,230.6,No,False
140,3,No,0,79,22.03,129.6,99,20.93,246.2,10,2.54,9.4,124,7.74,172.1,No,False
74,1,No,0,114,48.03,282.5,48,18.69,219.9,4,2.54,9.4,115,7.65,170.0,No,True
55,0,No,0,147,29.85,175.6,118,13.75,161.8,4,2.51,9.3,55,13.03,289.5,No,False
80,0,No,0,97,35.07,206.3,98,13.17,154.9,12,3.35,12.4,82,11.86,263.6,No,False
129,2,No,33,104,20.33,119.6,88,23.69,278.7,2,1.59,5.9,175,11.85,263.4,Yes,False
70,2,Yes,0,98,38.54,226.7,115,19.39,228.1,4,4.75,17.6,93,3.29,73.2,No,True
41,1,No,0,89,30.96,182.1,104,17.98,211.5,1,1.84,6.8,124,9.33,207.4,No,False
130,1,No,0,113,27.68,162.8,111,24.68,290.3,3,1.94,7.2,140,5.17,114.9,No,False
232,1,No,0,104,28.15,165.6,115,16.65,195.9,3,3.19,11.8,77,5.32,118.3,No,False
149,0,No,0,56,26.52,156.0,116,4.76,56.0,8,2.4,8.9,104,7.35,163.3,No,False
161,1,No,0,73,33.42,196.6,79,14.47,170.2,3,3.38,12.5,79,8.74,194.3,No,False
81,4,No,46,124,28.61,168.3,103,23.03,270.9,2,1.81,6.7,98,10.01,222.5,Yes,False
68,1,No,24,118,29.92,176.0,116,23.62,277.9,7,3.97,14.7,71,7.86,174.7,Yes,False
82,4,No,0,36,31.59,185.8,134,23.5,276.5,7,1.54,5.7,104,8.64,192.1,No,False
162,1,No,0,121,8.36,49.2,136,12.23,143.9,13,3.27,12.1,97,9.14,203.0,No,False
146,2,No,11,82,30.72,180.7,90,14.76,173.7,4,2.73,10.1,89,10.42,231.5,Yes,False
67,1,No,31,68,29.78,175.2,73,16.93,199.2,6,3.56,13.2,99,9.89,219.8,Yes,False
212,1,No,0,96,21.42,126.0,80,12.27,144.3,3,2.05,7.6,102,13.63,302.8,No,False
108,3,No,0,126,32.86,193.3,85,13.15,154.7,6,2.54,9.4,98,7.87,174.8,No,False
149,3,Yes,0,79,30.75,180.9,83,16.57,194.9,9,2.38,8.8,109,8.9,197.8,No,False
74,3,No,0,111,25.25,148.5,42,12.45,146.5,6,2.67,9.9,83,13.01,289.2,No,False
71,2,No,0,132,24.0,141.2,90,12.67,149.1,2,1.89,7.0,72,7.71,171.4,No,False
